match_id,basho_id,year,month,day,division,match_no,east_wrestler_id,east_wrestler,east_rank,west_wrestler_id,west_wrestler,west_rank,winner_id,winner,east_wins,kimarite,fusen_flag
202507-4-7-74-83,202507,2025,7,4,Makuuchi,7,74,Atamifuji,Maegashira 10 East,83,Tokihayate,Maegashira 11 West,74,Atamifuji,1,yorikiri,0
202507-4-8-37-55,202507,2025,7,4,Makuuchi,8,37,Takanosho,Maegashira 11 East,55,Roga,Maegashira 10 West,37,Takanosho,1,yorikiri,0
202507-4-9-35-39,202507,2025,7,4,Makuuchi,9,35,Sadanoumi,Maegashira 8 East,39,Chiyoshoma,Maegashira 9 West,35,Sadanoumi,1,tottari,0
202507-5-1-86-60,202507,2025,7,5,Makuuchi,1,86,Shishi,Maegashira 17 West,60,Hidenoumi,Maegashira 15 West,86,Shishi,1,fusen,1
202507-5-10-35-74,202507,2025,7,5,Makuuchi,10,35,Sadanoumi,Maegashira 8 East,74,Atamifuji,Maegashira 10 East,74,Atamifuji,0,yorikiri,0
202507-5-11-24-21,202507,2025,7,5,Makuuchi,11,24,Hiradoumi,Maegashira 5 East,21,Tobizaru,Maegashira 7 East,24,Hiradoumi,1,yorikiri,0
202507-5-12-5-14,202507,2025,7,5,Makuuchi,12,5,Takerufuji,Maegashira 6 East,14,Tamawashi,Maegashira 4 West,5,Takerufuji,1,oshidashi,0
202507-5-13-3-56,202507,2025,7,5,Makuuchi,13,3,Hakuoho,Maegashira 4 East,56,Gonoyama,Maegashira 6 West,56,Gonoyama,0,oshidashi,0
202507-5-14-38-50,202507,2025,7,5,Makuuchi,14,38,Meisei,Maegashira 5 West,50,Kinbozan,Maegashira 3 West,38,Meisei,1,sotogake,0
202507-5-15-61-13,202507,2025,7,5,Makuuchi,15,61,Oshoma,Komusubi 1 East,13,Wakamotoharu,Maegashira 1 West,61,Oshoma,1,hatakikomi,0
202507-5-16-44-12,202507,2025,7,5,Makuuchi,16,44,Takayasu,Komusubi 1 West,12,Wakatakakage,Sekiwake 2 West,44,Takayasu,1,oshitaoshi,0
202507-5-17-8854-7,202507,2025,7,5,Makuuchi,17,8854,Aonishiki,Maegashira 1 East,7,Kirishima,Sekiwake 1 West,8854,Aonishiki,1,uchimuso,0
202507-5-18-20-8853,202507,2025,7,5,Makuuchi,18,20,Kotozakura,Ozeki 1 East,8853,Onokatsu,Maegashira 3 East,20,Kotozakura,1,yorikiri,0
202507-5-19-22-8850,202507,2025,7,5,Makuuchi,19,22,Abi,Maegashira 2 West,8850,Onosato,Yokozuna 1 West,8850,Onosato,0,oshidashi,0
202507-5-2-8-26,202507,2025,7,5,Makuuchi,2,8,Kotoshoho,Maegashira 15 East,26,Mitakeumi,Maegashira 16 West,26,Mitakeumi,0,oshidashi,0
202507-5-20-19-41,202507,2025,7,5,Makuuchi,20,19,Hoshoryu,Yokozuna 1 East,41,Oho,Maegashira 2 East,41,Oho,0,fusen,1
202507-5-3-112-33,202507,2025,7,5,Makuuchi,3,112,Kotoeiho,Maegashira 17 East,33,Shodai,Maegashira 13 West,112,Kotoeiho,1,yorikiri,0
202507-5-4-71-142,202507,2025,7,5,Makuuchi,4,71,Churanoumi,Maegashira 13 East,142,Kayo,Maegashira 16 East,71,Churanoumi,1,yorikiri,0
202507-5-5-8857-164,202507,2025,7,5,Makuuchi,5,8857,Kusano,Maegashira 14 East,164,Asakoryu,Maegashira 12 West,8857,Kusano,1,yorikiri,0
202507-5-6-34-615,202507,2025,7,5,Makuuchi,6,34,Midorifuji,Maegashira 12 East,615,Fujinokawa,Maegashira 14 West,615,Fujinokawa,0,tsuridashi,0
202507-5-7-83-39,202507,2025,7,5,Makuuchi,7,83,Tokihayate,Maegashira 11 West,39,Chiyoshoma,Maegashira 9 West,83,Tokihayate,1,uwatedashinage,0
202507-5-8-28-37,202507,2025,7,5,Makuuchi,8,28,Ura,Maegashira 9 East,37,Takanosho,Maegashira 11 East,28,Ura,1,hatakikomi,0
202507-5-9-55-11,202507,2025,7,5,Makuuchi,9,55,Roga,Maegashira 10 West,11,Ichiyamamoto,Maegashira 8 West,11,Ichiyamamoto,0,yorikiri,0
202507-6-1-8-142,202507,2025,7,6,Makuuchi,1,8,Kotoshoho,Maegashira 15 East,142,Kayo,Maegashira 16 East,8,Kotoshoho,1,oshidashi,0
202507-6-10-5-35,202507,2025,7,6,Makuuchi,10,5,Takerufuji,Maegashira 6 East,35,Sadanoumi,Maegashira 8 East,5,Takerufuji,1,yorikiri,0
202507-6-11-24-11,202507,2025,7,6,Makuuchi,11,24,Hiradoumi,Maegashira 5 East,11,Ichiyamamoto,Maegashira 8 West,24,Hiradoumi,1,oshidashi,0
202507-6-12-3-38,202507,2025,7,6,Makuuchi,12,3,Hakuoho,Maegashira 4 East,38,Meisei,Maegashira 5 West,3,Hakuoho,1,shitatenage,0
202507-6-13-56-14,202507,2025,7,6,Makuuchi,13,56,Gonoyama,Maegashira 6 West,14,Tamawashi,Maegashira 4 West,14,Tamawashi,0,oshitaoshi,0
202507-6-14-41-13,202507,2025,7,6,Makuuchi,14,41,Oho,Maegashira 2 East,13,Wakamotoharu,Maegashira 1 West,13,Wakamotoharu,0,hatakikomi,0
202507-6-15-8854-44,202507,2025,7,6,Makuuchi,15,8854,Aonishiki,Maegashira 1 East,44,Takayasu,Komusubi 1 West,44,Takayasu,0,uwatenage,0
202507-6-16-50-7,202507,2025,7,6,Makuuchi,16,50,Kinbozan,Maegashira 3 West,7,Kirishima,Sekiwake 1 West,7,Kirishima,0,okuritaoshi,0
202507-6-17-61-12,202507,2025,7,6,Makuuchi,17,61,Oshoma,Komusubi 1 East,12,Wakatakakage,Sekiwake 2 West,12,Wakatakakage,0,yorikiri,0
202507-6-18-20-22,202507,2025,7,6,Makuuchi,18,20,Kotozakura,Ozeki 1 East,22,Abi,Maegashira 2 West,20,Kotozakura,1,yorikiri,0
202507-6-19-8853-8850,202507,2025,7,6,Makuuchi,19,8853,Onokatsu,Maegashira 3 East,8850,Onosato,Yokozuna 1 West,8850,Onosato,0,oshidashi,0
202507-6-2-8857-86,202507,2025,7,6,Makuuchi,2,8857,Kusano,Maegashira 14 East,86,Shishi,Maegashira 17 West,8857,Kusano,1,yoritaoshi,0
202507-6-3-112-615,202507,2025,7,6,Makuuchi,3,112,Kotoeiho,Maegashira 17 East,615,Fujinokawa,Maegashira 14 West,615,Fujinokawa,0,kubinage,0
202507-6-4-26-33,202507,2025,7,6,Makuuchi,4,26,Mitakeumi,Maegashira 16 West,33,Shodai,Maegashira 13 West,26,Mitakeumi,1,yorikiri,0
202507-6-5-37-164,202507,2025,7,6,Makuuchi,5,37,Takanosho,Maegashira 11 East,164,Asakoryu,Maegashira 12 West,37,Takanosho,1,hatakikomi,0
202507-6-6-71-83,202507,2025,7,6,Makuuchi,6,71,Churanoumi,Maegashira 13 East,83,Tokihayate,Maegashira 11 West,83,Tokihayate,0,oshidashi,0
202507-6-7-34-55,202507,2025,7,6,Makuuchi,7,34,Midorifuji,Maegashira 12 East,55,Roga,Maegashira 10 West,34,Midorifuji,1,kainahineri,0
202507-6-8-74-39,202507,2025,7,6,Makuuchi,8,74,Atamifuji,Maegashira 10 East,39,Chiyoshoma,Maegashira 9 West,74,Atamifuji,1,yorikiri,0
202507-6-9-21-28,202507,2025,7,6,Makuuchi,9,21,Tobizaru,Maegashira 7 East,28,Ura,Maegashira 9 East,28,Ura,0,yorikiri,0
202507-7-1-26-615,202507,2025,7,7,Makuuchi,1,26,Mitakeumi,Maegashira 16 West,615,Fujinokawa,Maegashira 14 West,615,Fujinokawa,0,tsukiotoshi,0
202507-7-10-28-56,202507,2025,7,7,Makuuchi,10,28,Ura,Maegashira 9 East,56,Gonoyama,Maegashira 6 West,56,Gonoyama,0,oshitaoshi,0
202507-7-11-5-11,202507,2025,7,7,Makuuchi,11,5,Takerufuji,Maegashira 6 East,11,Ichiyamamoto,Maegashira 8 West,11,Ichiyamamoto,0,hatakikomi,0
202507-7-12-24-38,202507,2025,7,7,Makuuchi,12,24,Hiradoumi,Maegashira 5 East,38,Meisei,Maegashira 5 West,24,Hiradoumi,1,tsukiotoshi,0
202507-7-13-41-8853,202507,2025,7,7,Makuuchi,13,41,Oho,Maegashira 2 East,8853,Onokatsu,Maegashira 3 East,8853,Onokatsu,0,yorikiri,0
202507-7-14-22-13,202507,2025,7,7,Makuuchi,14,22,Abi,Maegashira 2 West,13,Wakamotoharu,Maegashira 1 West,22,Abi,1,hatakikomi,0
202507-7-15-61-8854,202507,2025,7,7,Makuuchi,15,61,Oshoma,Komusubi 1 East,8854,Aonishiki,Maegashira 1 East,8854,Aonishiki,0,oshidashi,0
202507-7-16-14-12,202507,2025,7,7,Makuuchi,16,14,Tamawashi,Maegashira 4 West,12,Wakatakakage,Sekiwake 2 West,14,Tamawashi,1,tsukidashi,0
202507-7-17-44-7,202507,2025,7,7,Makuuchi,17,44,Takayasu,Komusubi 1 West,7,Kirishima,Sekiwake 1 West,7,Kirishima,0,hatakikomi,0
202507-7-18-20-3,202507,2025,7,7,Makuuchi,18,20,Kotozakura,Ozeki 1 East,3,Hakuoho,Maegashira 4 East,20,Kotozakura,1,yorikiri,0
202507-7-19-50-8850,202507,2025,7,7,Makuuchi,19,50,Kinbozan,Maegashira 3 West,8850,Onosato,Yokozuna 1 West,8850,Onosato,0,yorikiri,0
202507-7-2-8857-112,202507,2025,7,7,Makuuchi,2,8857,Kusano,Maegashira 14 East,112,Kotoeiho,Maegashira 17 East,8857,Kusano,1,sukuinage,0
202507-7-3-86-33,202507,2025,7,7,Makuuchi,3,86,Shishi,Maegashira 17 West,33,Shodai,Maegashira 13 West,33,Shodai,0,yoritaoshi,0
202507-7-4-34-142,202507,2025,7,7,Makuuchi,4,34,Midorifuji,Maegashira 12 East,142,Kayo,Maegashira 16 East,34,Midorifuji,1,yorikiri,0
202507-7-5-8-83,202507,2025,7,7,Makuuchi,5,8,Kotoshoho,Maegashira 15 East,83,Tokihayate,Maegashira 11 West,8,Kotoshoho,1,yorikiri,0
202507-7-6-71-55,202507,2025,7,7,Makuuchi,6,71,Churanoumi,Maegashira 13 East,55,Roga,Maegashira 10 West,55,Roga,0,uwatedashinage,0
202507-7-7-74-164,202507,2025,7,7,Makuuchi,7,74,Atamifuji,Maegashira 10 East,164,Asakoryu,Maegashira 12 West,74,Atamifuji,1,kotenage,0
202507-7-8-37-39,202507,2025,7,7,Makuuchi,8,37,Takanosho,Maegashira 11 East,39,Chiyoshoma,Maegashira 9 West,37,Takanosho,1,okuridashi,0
202507-7-9-21-35,202507,2025,7,7,Makuuchi,9,21,Tobizaru,Maegashira 7 East,35,Sadanoumi,Maegashira 8 East,35,Sadanoumi,0,oshidashi,0
202507-8-1-16-86,202507,2025,7,8,Makuuchi,1,16,Nishikigi,Juryo 1 East,86,Shishi,Maegashira 17 West,16,Nishikigi,1,yorikiri,0
202507-8-10-21-39,202507,2025,7,8,Makuuchi,10,21,Tobizaru,Maegashira 7 East,39,Chiyoshoma,Maegashira 9 West,21,Tobizaru,1,oshidashi,0
202507-8-11-5-28,202507,2025,7,8,Makuuchi,11,5,Takerufuji,Maegashira 6 East,28,Ura,Maegashira 9 East,28,Ura,0,hatakikomi,0
202507-8-12-24-56,202507,2025,7,8,Makuuchi,12,24,Hiradoumi,Maegashira 5 East,56,Gonoyama,Maegashira 6 West,24,Hiradoumi,1,yorikiri,0
202507-8-13-35-38,202507,2025,7,8,Makuuchi,13,35,Sadanoumi,Maegashira 8 East,38,Meisei,Maegashira 5 West,38,Meisei,0,tsukidashi,0
202507-8-14-14-22,202507,2025,7,8,Makuuchi,14,14,Tamawashi,Maegashira 4 West,22,Abi,Maegashira 2 West,14,Tamawashi,1,oshidashi,0
202507-8-15-8854-41,202507,2025,7,8,Makuuchi,15,8854,Aonishiki,Maegashira 1 East,41,Oho,Maegashira 2 East,8854,Aonishiki,1,yorikiri,0
202507-8-16-13-44,202507,2025,7,8,Makuuchi,16,13,Wakamotoharu,Maegashira 1 West,44,Takayasu,Komusubi 1 West,44,Takayasu,0,yorikiri,0
202507-8-17-8853-7,202507,2025,7,8,Makuuchi,17,8853,Onokatsu,Maegashira 3 East,7,Kirishima,Sekiwake 1 West,7,Kirishima,0,oshidashi,0
202507-8-18-50-12,202507,2025,7,8,Makuuchi,18,50,Kinbozan,Maegashira 3 West,12,Wakatakakage,Sekiwake 2 West,12,Wakatakakage,0,utchari,0
202507-8-19-20-61,202507,2025,7,8,Makuuchi,19,20,Kotozakura,Ozeki 1 East,61,Oshoma,Komusubi 1 East,61,Oshoma,0,yorikiri,0
202507-8-2-8857-60,202507,2025,7,8,Makuuchi,2,8857,Kusano,Maegashira 14 East,60,Hidenoumi,Maegashira 15 West,8857,Kusano,1,yorikiri,0
202507-8-20-3-8850,202507,2025,7,8,Makuuchi,20,3,Hakuoho,Maegashira 4 East,8850,Onosato,Yokozuna 1 West,3,Hakuoho,1,oshidashi,0
202507-8-3-142-615,202507,2025,7,8,Makuuchi,3,142,Kayo,Maegashira 16 East,615,Fujinokawa,Maegashira 14 West,142,Kayo,1,oshitaoshi,0
202507-8-4-71-112,202507,2025,7,8,Makuuchi,4,71,Churanoumi,Maegashira 13 East,112,Kotoeiho,Maegashira 17 East,71,Churanoumi,1,yorikiri,0
202507-8-5-8-33,202507,2025,7,8,Makuuchi,5,8,Kotoshoho,Maegashira 15 East,33,Shodai,Maegashira 13 West,8,Kotoshoho,1,oshidashi,0
202507-8-6-37-26,202507,2025,7,8,Makuuchi,6,37,Takanosho,Maegashira 11 East,26,Mitakeumi,Maegashira 16 West,37,Takanosho,1,oshidashi,0
202507-8-7-34-83,202507,2025,7,8,Makuuchi,7,34,Midorifuji,Maegashira 12 East,83,Tokihayate,Maegashira 11 West,34,Midorifuji,1,uwatenage,0
202507-8-8-164-55,202507,2025,7,8,Makuuchi,8,164,Asakoryu,Maegashira 12 West,55,Roga,Maegashira 10 West,55,Roga,0,kotenage,0
202507-8-9-74-11,202507,2025,7,8,Makuuchi,9,74,Atamifuji,Maegashira 10 East,11,Ichiyamamoto,Maegashira 8 West,11,Ichiyamamoto,0,shitatedashinage,0
202507-9-1-112-15,202507,2025,7,9,Makuuchi,1,112,Kotoeiho,Maegashira 17 East,15,Ryuden,Juryo 1 West,112,Kotoeiho,1,yorikiri,0
202507-9-10-21-74,202507,2025,7,9,Makuuchi,10,21,Tobizaru,Maegashira 7 East,74,Atamifuji,Maegashira 10 East,74,Atamifuji,0,yorikiri,0
202507-9-11-11-56,202507,2025,7,9,Makuuchi,11,11,Ichiyamamoto,Maegashira 8 West,56,Gonoyama,Maegashira 6 West,11,Ichiyamamoto,1,hikiotoshi,0
202507-9-12-5-39,202507,2025,7,9,Makuuchi,12,5,Takerufuji,Maegashira 6 East,39,Chiyoshoma,Maegashira 9 West,5,Takerufuji,1,oshidashi,0
202507-9-13-8853-14,202507,2025,7,9,Makuuchi,13,8853,Onokatsu,Maegashira 3 East,14,Tamawashi,Maegashira 4 West,8853,Onokatsu,1,yorikiri,0
202507-9-14-38-22,202507,2025,7,9,Makuuchi,14,38,Meisei,Maegashira 5 West,22,Abi,Maegashira 2 West,22,Abi,0,hatakikomi,0
202507-9-15-8854-13,202507,2025,7,9,Makuuchi,15,8854,Aonishiki,Maegashira 1 East,13,Wakamotoharu,Maegashira 1 West,8854,Aonishiki,1,shitatehineri,0
202507-9-16-61-41,202507,2025,7,9,Makuuchi,16,61,Oshoma,Komusubi 1 East,41,Oho,Maegashira 2 East,41,Oho,0,oshidashi,0
202507-9-17-24-12,202507,2025,7,9,Makuuchi,17,24,Hiradoumi,Maegashira 5 East,12,Wakatakakage,Sekiwake 2 West,12,Wakatakakage,0,yorikiri,0
202507-9-18-3-7,202507,2025,7,9,Makuuchi,18,3,Hakuoho,Maegashira 4 East,7,Kirishima,Sekiwake 1 West,3,Hakuoho,1,oshidashi,0
202507-9-19-20-50,202507,2025,7,9,Makuuchi,19,20,Kotozakura,Ozeki 1 East,50,Kinbozan,Maegashira 3 West,50,Kinbozan,0,yorikiri,0
202507-9-2-142-33,202507,2025,7,9,Makuuchi,2,142,Kayo,Maegashira 16 East,33,Shodai,Maegashira 13 West,33,Shodai,0,oshidashi,0
202507-9-20-44-8850,202507,2025,7,9,Makuuchi,20,44,Takayasu,Komusubi 1 West,8850,Onosato,Yokozuna 1 West,8850,Onosato,0,yorikiri,0
202507-9-3-71-86,202507,2025,7,9,Makuuchi,3,71,Churanoumi,Maegashira 13 East,86,Shishi,Maegashira 17 West,71,Churanoumi,1,oshidashi,0
202507-9-4-615-164,202507,2025,7,9,Makuuchi,4,615,Fujinokawa,Maegashira 14 West,164,Asakoryu,Maegashira 12 West,615,Fujinokawa,1,yorikiri,0
202507-9-5-34-26,202507,2025,7,9,Makuuchi,5,34,Midorifuji,Maegashira 12 East,26,Mitakeumi,Maegashira 16 West,26,Mitakeumi,0,yorikiri,0
202507-9-6-37-8857,202507,2025,7,9,Makuuchi,6,37,Takanosho,Maegashira 11 East,8857,Kusano,Maegashira 14 East,37,Takanosho,1,oshidashi,0
202507-9-7-60-55,202507,2025,7,9,Makuuchi,7,60,Hidenoumi,Maegashira 15 West,55,Roga,Maegashira 10 West,55,Roga,0,uwatenage,0
202507-9-8-28-83,202507,2025,7,9,Makuuchi,8,28,Ura,Maegashira 9 East,83,Tokihayate,Maegashira 11 West,83,Tokihayate,0,oshitaoshi,0
202507-9-9-35-8,202507,2025,7,9,Makuuchi,9,35,Sadanoumi,Maegashira 8 East,8,Kotoshoho,Maegashira 15 East,8,Kotoshoho,0,yorikiri,0
202509-1-1-86-378,202509,2025,9,1,Makuuchi,1,86,Shishi,Maegashira 18 East,378,Daiseizan,Juryo 1 East,378,Daiseizan,0,uwatenage,0
202509-1-10-34-50,202509,2025,9,1,Makuuchi,10,34,Midorifuji,Maegashira 9 East,50,Kinbozan,Maegashira 8 West,34,Midorifuji,1,shitatenage,0
202509-1-11-28-61,202509,2025,9,1,Makuuchi,11,28,Ura,Maegashira 8 East,61,Oshoma,Maegashira 7 West,28,Ura,1,oshidashi,0
202509-1-12-37-8857,202509,2025,9,1,Makuuchi,12,37,Takanosho,Maegashira 7 East,8857,Kusano,Maegashira 6 West,37,Takanosho,1,yorikiri,0
202509-1-13-8853-11,202509,2025,9,1,Makuuchi,13,8853,Onokatsu,Maegashira 6 East,11,Ichiyamamoto,Maegashira 5 West,8853,Onokatsu,1,yorikiri,0
202509-1-14-8-13,202509,2025,9,1,Makuuchi,14,8,Kotoshoho,Maegashira 5 East,13,Wakamotoharu,Maegashira 4 West,13,Wakamotoharu,0,yorikiri,0
202509-1-15-24-56,202509,2025,9,1,Makuuchi,15,24,Hiradoumi,Maegashira 4 East,56,Gonoyama,Maegashira 3 West,24,Hiradoumi,1,hatakikomi,0
202509-1-16-44-74,202509,2025,9,1,Makuuchi,16,44,Takayasu,Komusubi 1 East,74,Atamifuji,Maegashira 3 East,74,Atamifuji,0,yorikiri,0
202509-1-17-41-7,202509,2025,9,1,Makuuchi,17,41,Oho,Maegashira 2 West,7,Kirishima,Sekiwake 1 West,7,Kirishima,0,yorikiri,0
202509-1-18-12-3,202509,2025,9,1,Makuuchi,18,12,Wakatakakage,Sekiwake 1 East,3,Hakuoho,Maegashira 2 East,3,Hakuoho,0,oshidashi,0
202509-1-19-20-22,202509,2025,9,1,Makuuchi,19,20,Kotozakura,Ozeki 1 East,22,Abi,Maegashira 1 West,20,Kotozakura,1,oshidashi,0
202509-1-2-15-111,202509,2025,9,1,Makuuchi,2,15,Ryuden,Maegashira 17 East,111,Hitoshi,Maegashira 17 West,15,Ryuden,1,oshidashi,0
202509-1-20-14-19,202509,2025,9,1,Makuuchi,20,14,Tamawashi,Maegashira 1 East,19,Hoshoryu,Yokozuna 1 West,19,Hoshoryu,0,watashikomi,0
202509-1-21-8850-8854,202509,2025,9,1,Makuuchi,21,8850,Onosato,Yokozuna 1 East,8854,Aonishiki,Komusubi 1 West,8850,Onosato,1,yoritaoshi,0
202509-1-3-102-16,202509,2025,9,1,Makuuchi,3,102,Tomokaze,Maegashira 16 East,16,Nishikigi,Maegashira 16 West,102,Tomokaze,1,oshidashi,0
202509-1-4-21-49,202509,2025,9,1,Makuuchi,4,21,Tobizaru,Maegashira 15 East,49,Shonannoumi,Maegashira 15 West,21,Tobizaru,1,oshidashi,0
202509-1-5-35-164,202509,2025,9,1,Makuuchi,5,35,Sadanoumi,Maegashira 14 East,164,Asakoryu,Maegashira 14 West,35,Sadanoumi,1,yorikiri,0
202509-1-6-38-83,202509,2025,9,1,Makuuchi,6,38,Meisei,Maegashira 13 East,83,Tokihayate,Maegashira 13 West,38,Meisei,1,oshidashi,0
202509-1-7-26-55,202509,2025,9,1,Makuuchi,7,26,Mitakeumi,Maegashira 12 West,55,Roga,Maegashira 11 West,55,Roga,0,yorikiri,0
202509-1-8-33-71,202509,2025,9,1,Makuuchi,8,33,Shodai,Maegashira 11 East,71,Churanoumi,Maegashira 10 West,33,Shodai,1,yorikiri,0
202509-1-9-9-615,202509,2025,9,1,Makuuchi,9,9,Daieisho,Maegashira 10 East,615,Fujinokawa,Maegashira 9 West,9,Daieisho,1,oshidashi,0
202509-10-1-86-95,202509,2025,9,10,Makuuchi,1,86,Shishi,Maegashira 18 East,95,Oshoumi,Juryo 1 West,95,Oshoumi,0,yorikiri,0
202509-10-10-71-61,202509,2025,9,10,Makuuchi,10,71,Churanoumi,Maegashira 10 West,61,Oshoma,Maegashira 7 West,61,Oshoma,0,oshidashi,0
202509-10-11-8853-50,202509,2025,9,10,Makuuchi,11,8853,Onokatsu,Maegashira 6 East,50,Kinbozan,Maegashira 8 West,50,Kinbozan,0,oshidashi,0
202509-10-12-9-8857,202509,2025,9,10,Makuuchi,12,9,Daieisho,Maegashira 10 East,8857,Kusano,Maegashira 6 West,9,Daieisho,1,tsukidashi,0
202509-10-13-34-11,202509,2025,9,10,Makuuchi,13,34,Midorifuji,Maegashira 9 East,11,Ichiyamamoto,Maegashira 5 West,34,Midorifuji,1,shitatenage,0
202509-10-14-74-41,202509,2025,9,10,Makuuchi,14,74,Atamifuji,Maegashira 3 East,41,Oho,Maegashira 2 West,41,Oho,0,oshidashi,0
202509-10-15-14-22,202509,2025,9,10,Makuuchi,15,14,Tamawashi,Maegashira 1 East,22,Abi,Maegashira 1 West,22,Abi,0,oshitaoshi,0
202509-10-16-44-56,202509,2025,9,10,Makuuchi,16,44,Takayasu,Komusubi 1 East,56,Gonoyama,Maegashira 3 West,44,Takayasu,1,yorikiri,0
202509-10-17-3-8854,202509,2025,9,10,Makuuchi,17,3,Hakuoho,Maegashira 2 East,8854,Aonishiki,Komusubi 1 West,8854,Aonishiki,0,yorikiri,0
202509-10-18-12-24,202509,2025,9,10,Makuuchi,18,12,Wakatakakage,Sekiwake 1 East,24,Hiradoumi,Maegashira 4 East,24,Hiradoumi,0,yorikiri,0
202509-10-19-20-7,202509,2025,9,10,Makuuchi,19,20,Kotozakura,Ozeki 1 East,7,Kirishima,Sekiwake 1 West,20,Kotozakura,1,yorikiri,0
202509-10-2-21-16,202509,2025,9,10,Makuuchi,2,21,Tobizaru,Maegashira 15 East,16,Nishikigi,Maegashira 16 West,21,Tobizaru,1,isamiashi,0
202509-10-20-8850-8,202509,2025,9,10,Makuuchi,20,8850,Onosato,Yokozuna 1 East,8,Kotoshoho,Maegashira 5 East,8850,Onosato,1,tsukidashi,0
202509-10-21-13-19,202509,2025,9,10,Makuuchi,21,13,Wakamotoharu,Maegashira 4 West,19,Hoshoryu,Yokozuna 1 West,19,Hoshoryu,0,sukuinage,0
202509-10-3-102-164,202509,2025,9,10,Makuuchi,3,102,Tomokaze,Maegashira 16 East,164,Asakoryu,Maegashira 14 West,164,Asakoryu,0,hatakikomi,0
202509-10-4-38-15,202509,2025,9,10,Makuuchi,4,38,Meisei,Maegashira 13 East,15,Ryuden,Maegashira 17 East,15,Ryuden,0,okuridashi,0
202509-10-5-49-83,202509,2025,9,10,Makuuchi,5,49,Shonannoumi,Maegashira 15 West,83,Tokihayate,Maegashira 13 West,83,Tokihayate,0,yorikiri,0
202509-10-6-111-26,202509,2025,9,10,Makuuchi,6,111,Hitoshi,Maegashira 17 West,26,Mitakeumi,Maegashira 12 West,26,Mitakeumi,0,uwatenage,0
202509-10-7-35-615,202509,2025,9,10,Makuuchi,7,35,Sadanoumi,Maegashira 14 East,615,Fujinokawa,Maegashira 9 West,35,Sadanoumi,1,uwatedashinage,0
202509-10-8-28-55,202509,2025,9,10,Makuuchi,8,28,Ura,Maegashira 8 East,55,Roga,Maegashira 11 West,28,Ura,1,oshidashi,0
202509-10-9-37-33,202509,2025,9,10,Makuuchi,9,37,Takanosho,Maegashira 7 East,33,Shodai,Maegashira 11 East,37,Takanosho,1,oshidashi,0
202509-11-1-378-111,202509,2025,9,11,Makuuchi,1,378,Daiseizan,Juryo 1 East,111,Hitoshi,Maegashira 17 West,111,Hitoshi,0,hatakikomi,0
202509-11-10-37-15,202509,2025,9,11,Makuuchi,10,37,Takanosho,Maegashira 7 East,15,Ryuden,Maegashira 17 East,37,Takanosho,1,hatakikomi,0
202509-11-11-8853-9,202509,2025,9,11,Makuuchi,11,8853,Onokatsu,Maegashira 6 East,9,Daieisho,Maegashira 10 East,9,Daieisho,0,okuridashi,0
202509-11-12-615-11,202509,2025,9,11,Makuuchi,12,615,Fujinokawa,Maegashira 9 West,11,Ichiyamamoto,Maegashira 5 West,615,Fujinokawa,1,sukuinage,0
202509-11-13-24-8857,202509,2025,9,11,Makuuchi,13,24,Hiradoumi,Maegashira 4 East,8857,Kusano,Maegashira 6 West,8857,Kusano,0,tsukidashi,0
202509-11-14-3-41,202509,2025,9,11,Makuuchi,14,3,Hakuoho,Maegashira 2 East,41,Oho,Maegashira 2 West,41,Oho,0,hatakikomi,0
202509-11-15-74-22,202509,2025,9,11,Makuuchi,15,74,Atamifuji,Maegashira 3 East,22,Abi,Maegashira 1 West,22,Abi,0,oshidashi,0
202509-11-16-14-56,202509,2025,9,11,Makuuchi,16,14,Tamawashi,Maegashira 1 East,56,Gonoyama,Maegashira 3 West,14,Tamawashi,1,oshitaoshi,0
202509-11-17-33-8854,202509,2025,9,11,Makuuchi,17,33,Shodai,Maegashira 11 East,8854,Aonishiki,Komusubi 1 West,33,Shodai,1,yoritaoshi,0
202509-11-18-12-8,202509,2025,9,11,Makuuchi,18,12,Wakatakakage,Sekiwake 1 East,8,Kotoshoho,Maegashira 5 East,8,Kotoshoho,0,yorikiri,0
202509-11-19-20-13,202509,2025,9,11,Makuuchi,19,20,Kotozakura,Ozeki 1 East,13,Wakamotoharu,Maegashira 4 West,20,Kotozakura,1,uwatenage,0
202509-11-2-35-86,202509,2025,9,11,Makuuchi,2,35,Sadanoumi,Maegashira 14 East,86,Shishi,Maegashira 18 East,86,Shishi,0,kotenage,0
202509-11-20-7-19,202509,2025,9,11,Makuuchi,20,7,Kirishima,Sekiwake 1 West,19,Hoshoryu,Yokozuna 1 West,19,Hoshoryu,0,uwatenage,0
202509-11-21-8850-44,202509,2025,9,11,Makuuchi,21,8850,Onosato,Yokozuna 1 East,44,Takayasu,Komusubi 1 East,8850,Onosato,1,tsukidashi,0
202509-11-3-38-49,202509,2025,9,11,Makuuchi,3,38,Meisei,Maegashira 13 East,49,Shonannoumi,Maegashira 15 West,49,Shonannoumi,0,kotenage,0
202509-11-4-164-26,202509,2025,9,11,Makuuchi,4,164,Asakoryu,Maegashira 14 West,26,Mitakeumi,Maegashira 12 West,26,Mitakeumi,0,yorikiri,0
202509-11-5-21-71,202509,2025,9,11,Makuuchi,5,21,Tobizaru,Maegashira 15 East,71,Churanoumi,Maegashira 10 West,71,Churanoumi,0,oshidashi,0
