match_id,basho_id,year,month,day,division,match_no,east_wrestler_id,east_wrestler,east_rank,west_wrestler_id,west_wrestler,west_rank,winner_id,winner,east_wins,kimarite,fusen_flag
202501-1-1-40-83,202501,2025,1,1,Makuuchi,1,40,Nishikifuji,Maegashira 17 East,83,Tokihayate,Maegashira 17 West,83,Tokihayate,0,uwatenage,0
202501-1-10-17-26,202501,2025,1,1,Makuuchi,10,17,Endo,Maegashira 7 East,26,Mitakeumi,Maegashira 7 West,26,Mitakeumi,0,tsukiotoshi,0
202501-1-11-44-11,202501,2025,1,1,Makuuchi,11,44,Takayasu,Maegashira 6 East,11,Ichiyamamoto,Maegashira 6 West,11,Ichiyamamoto,0,hikiotoshi,0
202501-1-12-24-39,202501,2025,1,1,Makuuchi,12,24,Hiradoumi,Maegashira 5 East,39,Chiyoshoma,Maegashira 5 West,39,Chiyoshoma,0,oshidashi,0
202501-1-13-33-28,202501,2025,1,1,Makuuchi,13,33,Shodai,Maegashira 4 East,28,Ura,Maegashira 4 West,28,Ura,0,yorikiri,0
202501-1-14-22-41,202501,2025,1,1,Makuuchi,14,22,Abi,Komusubi 1 East,41,Oho,Maegashira 3 West,41,Oho,0,okuridashi,0
202501-1-15-56-9,202501,2025,1,1,Makuuchi,15,56,Gonoyama,Maegashira 3 East,9,Daieisho,Sekiwake 1 West,9,Daieisho,0,tsukiotoshi,0
202501-1-16-13-74,202501,2025,1,1,Makuuchi,16,13,Wakamotoharu,Sekiwake 1 East,74,Atamifuji,Maegashira 2 West,13,Wakamotoharu,1,yorikiri,0
202501-1-17-21-8850,202501,2025,1,1,Makuuchi,17,21,Tobizaru,Maegashira 2 East,8850,Onosato,Ozeki 2 West,21,Tobizaru,1,hikiotoshi,0
202501-1-18-7-19,202501,2025,1,1,Makuuchi,18,7,Kirishima,Maegashira 1 West,19,Hoshoryu,Ozeki 1 West,19,Hoshoryu,0,yorikiri,0
202501-1-19-20-37,202501,2025,1,1,Makuuchi,19,20,Kotozakura,Ozeki 1 East,37,Takanosho,Maegashira 1 East,20,Kotozakura,1,yorikiri,0
202501-1-2-101-29,202501,2025,1,1,Makuuchi,2,101,Tamashoho,Maegashira 16 East,29,Kagayaki,Maegashira 16 West,101,Tamashoho,1,hatakikomi,0
202501-1-20-45-12,202501,2025,1,1,Makuuchi,20,45,Terunofuji,Yokozuna 1 East,12,Wakatakakage,Komusubi 1 West,12,Wakatakakage,0,katasukashi,0
202501-1-3-3-66,202501,2025,1,1,Makuuchi,3,3,Hakuoho,Maegashira 15 East,66,Kitanowaka,Maegashira 15 West,3,Hakuoho,1,yorikiri,0
202501-1-4-50-8,202501,2025,1,1,Makuuchi,4,50,Kinbozan,Maegashira 14 West,8,Kotoshoho,Maegashira 13 West,50,Kinbozan,1,yoritaoshi,0
202501-1-5-49-8853,202501,2025,1,1,Makuuchi,5,49,Shonannoumi,Maegashira 13 East,8853,Onokatsu,Maegashira 12 West,8853,Onokatsu,0,oshidashi,0
202501-1-6-16-5,202501,2025,1,1,Makuuchi,6,16,Nishikigi,Maegashira 12 East,5,Takerufuji,Maegashira 11 West,5,Takerufuji,0,uwatedashinage,0
202501-1-7-34-38,202501,2025,1,1,Makuuchi,7,34,Midorifuji,Maegashira 11 East,38,Meisei,Maegashira 10 West,34,Midorifuji,1,oshidashi,0
202501-1-8-14-61,202501,2025,1,1,Makuuchi,8,14,Tamawashi,Maegashira 10 East,61,Oshoma,Maegashira 9 West,14,Tamawashi,1,oshitaoshi,0
202501-1-9-71-25,202501,2025,1,1,Makuuchi,9,71,Churanoumi,Maegashira 9 East,25,Takarafuji,Maegashira 8 West,71,Churanoumi,1,oshidashi,0
202501-10-1-16-40,202501,2025,1,10,Makuuchi,1,16,Nishikigi,Maegashira 12 East,40,Nishikifuji,Maegashira 17 East,40,Nishikifuji,0,yorikiri,0
202501-10-10-14-41,202501,2025,1,10,Makuuchi,10,14,Tamawashi,Maegashira 10 East,41,Oho,Maegashira 3 West,41,Oho,0,yorikiri,0
202501-10-11-17-74,202501,2025,1,10,Makuuchi,11,17,Endo,Maegashira 7 East,74,Atamifuji,Maegashira 2 West,17,Endo,1,yorikiri,0
202501-10-12-37-44,202501,2025,1,10,Makuuchi,12,37,Takanosho,Maegashira 1 East,44,Takayasu,Maegashira 6 East,37,Takanosho,1,oshidashi,0
202501-10-13-39-7,202501,2025,1,10,Makuuchi,13,39,Chiyoshoma,Maegashira 5 West,7,Kirishima,Maegashira 1 West,7,Kirishima,0,hikiotoshi,0
202501-10-14-22-50,202501,2025,1,10,Makuuchi,14,22,Abi,Komusubi 1 East,50,Kinbozan,Maegashira 14 West,22,Abi,1,tsukiotoshi,0
202501-10-15-21-12,202501,2025,1,10,Makuuchi,15,21,Tobizaru,Maegashira 2 East,12,Wakatakakage,Komusubi 1 West,12,Wakatakakage,0,hatakikomi,0
202501-10-16-13-28,202501,2025,1,10,Makuuchi,16,13,Wakamotoharu,Sekiwake 1 East,28,Ura,Maegashira 4 West,13,Wakamotoharu,1,oshitaoshi,0
202501-10-17-56-8850,202501,2025,1,10,Makuuchi,17,56,Gonoyama,Maegashira 3 East,8850,Onosato,Ozeki 2 West,8850,Onosato,0,hatakikomi,0
202501-10-18-9-19,202501,2025,1,10,Makuuchi,18,9,Daieisho,Sekiwake 1 West,19,Hoshoryu,Ozeki 1 West,19,Hoshoryu,0,uwatedashinage,0
202501-10-19-20-24,202501,2025,1,10,Makuuchi,19,20,Kotozakura,Ozeki 1 East,24,Hiradoumi,Maegashira 5 East,20,Kotozakura,1,oshidashi,0
202501-10-2-83-8853,202501,2025,1,10,Makuuchi,2,83,Tokihayate,Maegashira 17 West,8853,Onokatsu,Maegashira 12 West,83,Tokihayate,1,kotenage,0
202501-10-3-34-29,202501,2025,1,10,Makuuchi,3,34,Midorifuji,Maegashira 11 East,29,Kagayaki,Maegashira 16 West,34,Midorifuji,1,uwatedashinage,0
202501-10-4-101-38,202501,2025,1,10,Makuuchi,4,101,Tamashoho,Maegashira 16 East,38,Meisei,Maegashira 10 West,38,Meisei,0,oshidashi,0
202501-10-5-71-8,202501,2025,1,10,Makuuchi,5,71,Churanoumi,Maegashira 9 East,8,Kotoshoho,Maegashira 13 West,71,Churanoumi,1,tsukiotoshi,0
202501-10-6-3-61,202501,2025,1,10,Makuuchi,6,3,Hakuoho,Maegashira 15 East,61,Oshoma,Maegashira 9 West,61,Oshoma,0,uwatenage,0
202501-10-7-49-25,202501,2025,1,10,Makuuchi,7,49,Shonannoumi,Maegashira 13 East,25,Takarafuji,Maegashira 8 West,49,Shonannoumi,1,kotenage,0
202501-10-8-5-11,202501,2025,1,10,Makuuchi,8,5,Takerufuji,Maegashira 11 West,11,Ichiyamamoto,Maegashira 6 West,5,Takerufuji,1,tsukiotoshi,0
202501-10-9-33-26,202501,2025,1,10,Makuuchi,9,33,Shodai,Maegashira 4 East,26,Mitakeumi,Maegashira 7 West,33,Shodai,1,oshidashi,0
202501-11-1-49-8,202501,2025,1,11,Makuuchi,1,49,Shonannoumi,Maegashira 13 East,8,Kotoshoho,Maegashira 13 West,49,Shonannoumi,1,oshidashi,0
202501-11-10-56-25,202501,2025,1,11,Makuuchi,10,56,Gonoyama,Maegashira 3 East,25,Takarafuji,Maegashira 8 West,56,Gonoyama,1,tsukidashi,0
202501-11-11-21-3,202501,2025,1,11,Makuuchi,11,21,Tobizaru,Maegashira 2 East,3,Hakuoho,Maegashira 15 East,3,Hakuoho,0,sukuinage,0
202501-11-12-14-7,202501,2025,1,11,Makuuchi,12,14,Tamawashi,Maegashira 10 East,7,Kirishima,Maegashira 1 West,7,Kirishima,0,yoritaoshi,0
202501-11-13-37-74,202501,2025,1,11,Makuuchi,13,37,Takanosho,Maegashira 1 East,74,Atamifuji,Maegashira 2 West,37,Takanosho,1,yorikiri,0
202501-11-14-22-11,202501,2025,1,11,Makuuchi,14,22,Abi,Komusubi 1 East,11,Ichiyamamoto,Maegashira 6 West,22,Abi,1,tsukidashi,0
202501-11-15-5-9,202501,2025,1,11,Makuuchi,15,5,Takerufuji,Maegashira 11 West,9,Daieisho,Sekiwake 1 West,9,Daieisho,0,oshidashi,0
202501-11-16-13-44,202501,2025,1,11,Makuuchi,16,13,Wakamotoharu,Sekiwake 1 East,44,Takayasu,Maegashira 6 East,44,Takayasu,0,tsukidashi,0
202501-11-17-20-12,202501,2025,1,11,Makuuchi,17,20,Kotozakura,Ozeki 1 East,12,Wakatakakage,Komusubi 1 West,20,Kotozakura,1,oshidashi,0
202501-11-18-50-8850,202501,2025,1,11,Makuuchi,18,50,Kinbozan,Maegashira 14 West,8850,Onosato,Ozeki 2 West,50,Kinbozan,1,tsukitaoshi,0
202501-11-19-39-19,202501,2025,1,11,Makuuchi,19,39,Chiyoshoma,Maegashira 5 West,19,Hoshoryu,Ozeki 1 West,19,Hoshoryu,0,yoritaoshi,0
202501-11-2-34-83,202501,2025,1,11,Makuuchi,2,34,Midorifuji,Maegashira 11 East,83,Tokihayate,Maegashira 17 West,34,Midorifuji,1,shitatenage,0
202501-11-3-29-38,202501,2025,1,11,Makuuchi,3,29,Kagayaki,Maegashira 16 West,38,Meisei,Maegashira 10 West,38,Meisei,0,oshidashi,0
202501-11-4-40-61,202501,2025,1,11,Makuuchi,4,40,Nishikifuji,Maegashira 17 East,61,Oshoma,Maegashira 9 West,40,Nishikifuji,1,oshitaoshi,0
202501-11-5-71-101,202501,2025,1,11,Makuuchi,5,71,Churanoumi,Maegashira 9 East,101,Tamashoho,Maegashira 16 East,101,Tamashoho,0,oshidashi,0
202501-11-6-24-16,202501,2025,1,11,Makuuchi,6,24,Hiradoumi,Maegashira 5 East,16,Nishikigi,Maegashira 12 East,24,Hiradoumi,1,yorikiri,0
202501-11-7-26-28,202501,2025,1,11,Makuuchi,7,26,Mitakeumi,Maegashira 7 West,28,Ura,Maegashira 4 West,28,Ura,0,oshidashi,0
202501-11-8-33-17,202501,2025,1,11,Makuuchi,8,33,Shodai,Maegashira 4 East,17,Endo,Maegashira 7 East,17,Endo,0,yorikiri,0
202501-11-9-8853-41,202501,2025,1,11,Makuuchi,9,8853,Onokatsu,Maegashira 12 West,41,Oho,Maegashira 3 West,41,Oho,0,oshidashi,0
202501-12-1-16-83,202501,2025,1,12,Makuuchi,1,16,Nishikigi,Maegashira 12 East,83,Tokihayate,Maegashira 17 West,16,Nishikigi,1,yorikiri,0
202501-12-10-44-74,202501,2025,1,12,Makuuchi,10,44,Takayasu,Maegashira 6 East,74,Atamifuji,Maegashira 2 West,74,Atamifuji,0,okuridashi,0
202501-12-11-37-21,202501,2025,1,12,Makuuchi,11,37,Takanosho,Maegashira 1 East,21,Tobizaru,Maegashira 2 East,37,Takanosho,1,oshidashi,0
202501-12-12-41-7,202501,2025,1,12,Makuuchi,12,41,Oho,Maegashira 3 West,7,Kirishima,Maegashira 1 West,7,Kirishima,0,okurinage,0
202501-12-13-22-33,202501,2025,1,12,Makuuchi,13,22,Abi,Komusubi 1 East,33,Shodai,Maegashira 4 East,33,Shodai,0,oshidashi,0
202501-12-14-56-12,202501,2025,1,12,Makuuchi,14,56,Gonoyama,Maegashira 3 East,12,Wakatakakage,Komusubi 1 West,12,Wakatakakage,0,yorikiri,0
202501-12-15-13-24,202501,2025,1,12,Makuuchi,15,13,Wakamotoharu,Sekiwake 1 East,24,Hiradoumi,Maegashira 5 East,13,Wakamotoharu,1,hatakikomi,0
202501-12-16-28-9,202501,2025,1,12,Makuuchi,16,28,Ura,Maegashira 4 West,9,Daieisho,Sekiwake 1 West,9,Daieisho,0,tsukitaoshi,0
202501-12-17-50-19,202501,2025,1,12,Makuuchi,17,50,Kinbozan,Maegashira 14 West,19,Hoshoryu,Ozeki 1 West,19,Hoshoryu,0,hatakikomi,0
202501-12-18-20-5,202501,2025,1,12,Makuuchi,18,20,Kotozakura,Ozeki 1 East,5,Takerufuji,Maegashira 11 West,5,Takerufuji,0,tsukiotoshi,0
202501-12-19-39-8850,202501,2025,1,12,Makuuchi,19,39,Chiyoshoma,Maegashira 5 West,8850,Onosato,Ozeki 2 West,8850,Onosato,0,yorikiri,0
202501-12-2-14-3,202501,2025,1,12,Makuuchi,2,14,Tamawashi,Maegashira 10 East,3,Hakuoho,Maegashira 15 East,14,Tamawashi,1,uwatenage,0
202501-12-3-40-38,202501,2025,1,12,Makuuchi,3,40,Nishikifuji,Maegashira 17 East,38,Meisei,Maegashira 10 West,40,Nishikifuji,1,hatakikomi,0
202501-12-4-71-29,202501,2025,1,12,Makuuchi,4,71,Churanoumi,Maegashira 9 East,29,Kagayaki,Maegashira 16 West,29,Kagayaki,0,oshidashi,0
202501-12-5-49-61,202501,2025,1,12,Makuuchi,5,49,Shonannoumi,Maegashira 13 East,61,Oshoma,Maegashira 9 West,61,Oshoma,0,tsukiotoshi,0
202501-12-6-101-25,202501,2025,1,12,Makuuchi,6,101,Tamashoho,Maegashira 16 East,25,Takarafuji,Maegashira 8 West,25,Takarafuji,0,oshidashi,0
202501-12-7-17-34,202501,2025,1,12,Makuuchi,7,17,Endo,Maegashira 7 East,34,Midorifuji,Maegashira 11 East,34,Midorifuji,0,oshidashi,0
202501-12-8-8-26,202501,2025,1,12,Makuuchi,8,8,Kotoshoho,Maegashira 13 West,26,Mitakeumi,Maegashira 7 West,8,Kotoshoho,1,yorikiri,0
202501-12-9-8853-11,202501,2025,1,12,Makuuchi,9,8853,Onokatsu,Maegashira 12 West,11,Ichiyamamoto,Maegashira 6 West,8853,Onokatsu,1,yorikiri,0
202501-13-1-16-101,202501,2025,1,13,Makuuchi,1,16,Nishikigi,Maegashira 12 East,101,Tamashoho,Maegashira 16 East,101,Tamashoho,0,oshidashi,0
202501-13-10-28-41,202501,2025,1,13,Makuuchi,10,28,Ura,Maegashira 4 West,41,Oho,Maegashira 3 West,41,Oho,0,hatakikomi,0
202501-13-11-21-74,202501,2025,1,13,Makuuchi,11,21,Tobizaru,Maegashira 2 East,74,Atamifuji,Maegashira 2 West,21,Tobizaru,1,yorikiri,0
202501-13-12-44-7,202501,2025,1,13,Makuuchi,12,44,Takayasu,Maegashira 6 East,7,Kirishima,Maegashira 1 West,7,Kirishima,0,tsukiotoshi,0
202501-13-13-37-56,202501,2025,1,13,Makuuchi,13,37,Takanosho,Maegashira 1 East,56,Gonoyama,Maegashira 3 East,37,Takanosho,1,tsukiotoshi,0
202501-13-14-33-12,202501,2025,1,13,Makuuchi,14,33,Shodai,Maegashira 4 East,12,Wakatakakage,Komusubi 1 West,12,Wakatakakage,0,yorikiri,0
202501-13-15-22-5,202501,2025,1,13,Makuuchi,15,22,Abi,Komusubi 1 East,5,Takerufuji,Maegashira 11 West,5,Takerufuji,0,oshidashi,0
202501-13-16-39-9,202501,2025,1,13,Makuuchi,16,39,Chiyoshoma,Maegashira 5 West,9,Daieisho,Sekiwake 1 West,9,Daieisho,0,tsukidashi,0
202501-13-17-13-11,202501,2025,1,13,Makuuchi,17,13,Wakamotoharu,Sekiwake 1 East,11,Ichiyamamoto,Maegashira 6 West,11,Ichiyamamoto,0,oshidashi,0
202501-13-18-8850-19,202501,2025,1,13,Makuuchi,18,8850,Onosato,Ozeki 2 West,19,Hoshoryu,Ozeki 1 West,19,Hoshoryu,0,kubinage,0
202501-13-19-20-50,202501,2025,1,13,Makuuchi,19,20,Kotozakura,Ozeki 1 East,50,Kinbozan,Maegashira 14 West,50,Kinbozan,0,tsukidashi,0
202501-13-2-34-8,202501,2025,1,13,Makuuchi,2,34,Midorifuji,Maegashira 11 East,8,Kotoshoho,Maegashira 13 West,34,Midorifuji,1,tsukiotoshi,0
202501-13-3-14-8853,202501,2025,1,13,Makuuchi,3,14,Tamawashi,Maegashira 10 East,8853,Onokatsu,Maegashira 12 West,14,Tamawashi,1,oshidashi,0
202501-13-4-83-61,202501,2025,1,13,Makuuchi,4,83,Tokihayate,Maegashira 17 West,61,Oshoma,Maegashira 9 West,61,Oshoma,0,oshidashi,0
202501-13-5-71-40,202501,2025,1,13,Makuuchi,5,71,Churanoumi,Maegashira 9 East,40,Nishikifuji,Maegashira 17 East,40,Nishikifuji,0,oshidashi,0
202501-13-6-29-25,202501,2025,1,13,Makuuchi,6,29,Kagayaki,Maegashira 16 West,25,Takarafuji,Maegashira 8 West,29,Kagayaki,1,oshidashi,0
202501-13-7-38-26,202501,2025,1,13,Makuuchi,7,38,Meisei,Maegashira 10 West,26,Mitakeumi,Maegashira 7 West,38,Meisei,1,yorikiri,0
202501-13-8-17-49,202501,2025,1,13,Makuuchi,8,17,Endo,Maegashira 7 East,49,Shonannoumi,Maegashira 13 East,49,Shonannoumi,0,oshitaoshi,0
202501-13-9-24-3,202501,2025,1,13,Makuuchi,9,24,Hiradoumi,Maegashira 5 East,3,Hakuoho,Maegashira 15 East,3,Hakuoho,0,yorikiri,0
202501-14-1-16-29,202501,2025,1,14,Makuuchi,1,16,Nishikigi,Maegashira 12 East,29,Kagayaki,Maegashira 16 West,16,Nishikigi,1,kotenage,0
202501-14-10-21-56,202501,2025,1,14,Makuuchi,10,21,Tobizaru,Maegashira 2 East,56,Gonoyama,Maegashira 3 East,56,Gonoyama,0,tsukidashi,0
202501-14-11-26-74,202501,2025,1,14,Makuuchi,11,26,Mitakeumi,Maegashira 7 West,74,Atamifuji,Maegashira 2 West,74,Atamifuji,0,oshidashi,0
202501-14-12-37-41,202501,2025,1,14,Makuuchi,12,37,Takanosho,Maegashira 1 East,41,Oho,Maegashira 3 West,41,Oho,0,tsukiotoshi,0
202501-14-13-50-7,202501,2025,1,14,Makuuchi,13,50,Kinbozan,Maegashira 14 West,7,Kirishima,Maegashira 1 West,50,Kinbozan,1,sukuinage,0
202501-14-14-22-44,202501,2025,1,14,Makuuchi,14,22,Abi,Komusubi 1 East,44,Takayasu,Maegashira 6 East,44,Takayasu,0,hatakikomi,0
202501-14-15-28-12,202501,2025,1,14,Makuuchi,15,28,Ura,Maegashira 4 West,12,Wakatakakage,Komusubi 1 West,28,Ura,1,oshidashi,0
202501-14-16-13-39,202501,2025,1,14,Makuuchi,16,13,Wakamotoharu,Sekiwake 1 East,39,Chiyoshoma,Maegashira 5 West,13,Wakamotoharu,1,tsukiotoshi,0
202501-14-17-24-9,202501,2025,1,14,Makuuchi,17,24,Hiradoumi,Maegashira 5 East,9,Daieisho,Sekiwake 1 West,9,Daieisho,0,tsukidashi,0
202501-14-18-20-8850,202501,2025,1,14,Makuuchi,18,20,Kotozakura,Ozeki 1 East,8850,Onosato,Ozeki 2 West,8850,Onosato,0,oshidashi,0
202501-14-19-5-19,202501,2025,1,14,Makuuchi,19,5,Takerufuji,Maegashira 11 West,19,Hoshoryu,Ozeki 1 West,19,Hoshoryu,0,yorikiri,0
202501-14-2-14-40,202501,2025,1,14,Makuuchi,2,14,Tamawashi,Maegashira 10 East,40,Nishikifuji,Maegashira 17 East,14,Tamawashi,1,oshidashi,0
202501-14-3-8853-38,202501,2025,1,14,Makuuchi,3,8853,Onokatsu,Maegashira 12 West,38,Meisei,Maegashira 10 West,38,Meisei,0,yorikiri,0
202501-14-4-71-83,202501,2025,1,14,Makuuchi,4,71,Churanoumi,Maegashira 9 East,83,Tokihayate,Maegashira 17 West,83,Tokihayate,0,yorikiri,0
202501-14-5-101-61,202501,2025,1,14,Makuuchi,5,101,Tamashoho,Maegashira 16 East,61,Oshoma,Maegashira 9 West,61,Oshoma,0,tsukiotoshi,0
202501-14-6-8-25,202501,2025,1,14,Makuuchi,6,8,Kotoshoho,Maegashira 13 West,25,Takarafuji,Maegashira 8 West,8,Kotoshoho,1,uwatenage,0
202501-14-7-17-3,202501,2025,1,14,Makuuchi,7,17,Endo,Maegashira 7 East,3,Hakuoho,Maegashira 15 East,3,Hakuoho,0,shitatenage,0
202501-14-8-49-11,202501,2025,1,14,Makuuchi,8,49,Shonannoumi,Maegashira 13 East,11,Ichiyamamoto,Maegashira 6 West,49,Shonannoumi,1,oshidashi,0
202501-14-9-33-34,202501,2025,1,14,Makuuchi,9,33,Shodai,Maegashira 4 East,34,Midorifuji,Maegashira 11 East,34,Midorifuji,0,katasukashi,0
202501-15-1-14-8,202501,2025,1,15,Makuuchi,1,14,Tamawashi,Maegashira 10 East,8,Kotoshoho,Maegashira 13 West,8,Kotoshoho,0,hatakikomi,0
202501-15-10-71-74,202501,2025,1,15,Makuuchi,10,71,Churanoumi,Maegashira 9 East,74,Atamifuji,Maegashira 2 West,74,Atamifuji,0,kimedashi,0
202501-15-11-21-38,202501,2025,1,15,Makuuchi,11,21,Tobizaru,Maegashira 2 East,38,Meisei,Maegashira 10 West,21,Tobizaru,1,oshidashi,0
202501-15-12-5-7,202501,2025,1,15,Makuuchi,12,5,Takerufuji,Maegashira 11 West,7,Kirishima,Maegashira 1 West,7,Kirishima,0,hatakikomi,0
202501-15-13-50-41,202501,2025,1,15,Makuuchi,13,50,Kinbozan,Maegashira 14 West,41,Oho,Maegashira 3 West,41,Oho,0,oshidashi,0
202501-15-14-37-29,202501,2025,1,15,Makuuchi,14,37,Takanosho,Maegashira 1 East,29,Kagayaki,Maegashira 16 West,29,Kagayaki,0,oshidashi,0
202501-15-15-11-12,202501,2025,1,15,Makuuchi,15,11,Ichiyamamoto,Maegashira 6 West,12,Wakatakakage,Komusubi 1 West,11,Ichiyamamoto,1,hatakikomi,0
202501-15-16-22-9,202501,2025,1,15,Makuuchi,16,22,Abi,Komusubi 1 East,9,Daieisho,Sekiwake 1 West,9,Daieisho,0,tsukidashi,0
202501-15-17-13-17,202501,2025,1,15,Makuuchi,17,13,Wakamotoharu,Sekiwake 1 East,17,Endo,Maegashira 7 East,13,Wakamotoharu,1,oshidashi,0
202501-15-18-28-8850,202501,2025,1,15,Makuuchi,18,28,Ura,Maegashira 4 West,8850,Onosato,Ozeki 2 West,8850,Onosato,0,tsukidashi,0
202501-15-19-20-19,202501,2025,1,15,Makuuchi,19,20,Kotozakura,Ozeki 1 East,19,Hoshoryu,Ozeki 1 West,19,Hoshoryu,0,yorikiri,0
202501-15-2-16-61,202501,2025,1,15,Makuuchi,2,16,Nishikigi,Maegashira 12 East,61,Oshoma,Maegashira 9 West,16,Nishikigi,1,kotenage,0
202501-15-3-83-25,202501,2025,1,15,Makuuchi,3,83,Tokihayate,Maegashira 17 West,25,Takarafuji,Maegashira 8 West,83,Tokihayate,1,yorikiri,0
202501-15-4-101-26,202501,2025,1,15,Makuuchi,4,101,Tamashoho,Maegashira 16 East,26,Mitakeumi,Maegashira 7 West,101,Tamashoho,1,okuridashi,0
202501-15-5-44-3,202501,2025,1,15,Makuuchi,5,44,Takayasu,Maegashira 6 East,3,Hakuoho,Maegashira 15 East,3,Hakuoho,0,yorikiri,0
202501-15-6-49-39,202501,2025,1,15,Makuuchi,6,49,Shonannoumi,Maegashira 13 East,39,Chiyoshoma,Maegashira 5 West,39,Chiyoshoma,0,oshidashi,0
202501-15-7-24-8853,202501,2025,1,15,Makuuchi,7,24,Hiradoumi,Maegashira 5 East,8853,Onokatsu,Maegashira 12 West,24,Hiradoumi,1,yorikiri,0
202501-15-8-33-40,202501,2025,1,15,Makuuchi,8,33,Shodai,Maegashira 4 East,40,Nishikifuji,Maegashira 17 East,40,Nishikifuji,0,yorikiri,0
202501-15-9-56-34,202501,2025,1,15,Makuuchi,9,56,Gonoyama,Maegashira 3 East,34,Midorifuji,Maegashira 11 East,56,Gonoyama,1,tsukidashi,0
202501-2-1-101-40,202501,2025,1,2,Makuuchi,1,101,Tamashoho,Maegashira 16 East,40,Nishikifuji,Maegashira 17 East,40,Nishikifuji,0,tsukidashi,0
202501-2-10-44-17,202501,2025,1,2,Makuuchi,10,44,Takayasu,Maegashira 6 East,17,Endo,Maegashira 7 East,44,Takayasu,1,hatakikomi,0
202501-2-11-26-11,202501,2025,1,2,Makuuchi,11,26,Mitakeumi,Maegashira 7 West,11,Ichiyamamoto,Maegashira 6 West,11,Ichiyamamoto,0,yorikiri,0
202501-2-12-33-24,202501,2025,1,2,Makuuchi,12,33,Shodai,Maegashira 4 East,24,Hiradoumi,Maegashira 5 East,24,Hiradoumi,0,yorikiri,0
202501-2-13-39-28,202501,2025,1,2,Makuuchi,13,39,Chiyoshoma,Maegashira 5 West,28,Ura,Maegashira 4 West,39,Chiyoshoma,1,uwatenage,0
202501-2-14-41-12,202501,2025,1,2,Makuuchi,14,41,Oho,Maegashira 3 West,12,Wakatakakage,Komusubi 1 West,41,Oho,1,oshidashi,0
202501-2-15-13-56,202501,2025,1,2,Makuuchi,15,13,Wakamotoharu,Sekiwake 1 East,56,Gonoyama,Maegashira 3 East,56,Gonoyama,0,tsukiotoshi,0
202501-2-16-74-9,202501,2025,1,2,Makuuchi,16,74,Atamifuji,Maegashira 2 West,9,Daieisho,Sekiwake 1 West,9,Daieisho,0,oshidashi,0
202501-2-17-20-22,202501,2025,1,2,Makuuchi,17,20,Kotozakura,Ozeki 1 East,22,Abi,Komusubi 1 East,22,Abi,0,tsukidashi,0
202501-2-18-7-8850,202501,2025,1,2,Makuuchi,18,7,Kirishima,Maegashira 1 West,8850,Onosato,Ozeki 2 West,8850,Onosato,0,oshidashi,0
202501-2-19-21-19,202501,2025,1,2,Makuuchi,19,21,Tobizaru,Maegashira 2 East,19,Hoshoryu,Ozeki 1 West,19,Hoshoryu,0,yoritaoshi,0
202501-2-2-3-83,202501,2025,1,2,Makuuchi,2,3,Hakuoho,Maegashira 15 East,83,Tokihayate,Maegashira 17 West,3,Hakuoho,1,shitatenage,0
202501-2-20-45-37,202501,2025,1,2,Makuuchi,20,45,Terunofuji,Yokozuna 1 East,37,Takanosho,Maegashira 1 East,45,Terunofuji,1,yorikiri,0
202501-2-3-29-66,202501,2025,1,2,Makuuchi,3,29,Kagayaki,Maegashira 16 West,66,Kitanowaka,Maegashira 15 West,66,Kitanowaka,0,shitatenage,0
202501-2-4-49-50,202501,2025,1,2,Makuuchi,4,49,Shonannoumi,Maegashira 13 East,50,Kinbozan,Maegashira 14 West,50,Kinbozan,0,tsukidashi,0
202501-2-5-8-8853,202501,2025,1,2,Makuuchi,5,8,Kotoshoho,Maegashira 13 West,8853,Onokatsu,Maegashira 12 West,8,Kotoshoho,1,yorikiri,0
202501-2-6-34-16,202501,2025,1,2,Makuuchi,6,34,Midorifuji,Maegashira 11 East,16,Nishikigi,Maegashira 12 East,16,Nishikigi,0,yorikiri,0
202501-2-7-5-38,202501,2025,1,2,Makuuchi,7,5,Takerufuji,Maegashira 11 West,38,Meisei,Maegashira 10 West,5,Takerufuji,1,okuridashi,0
202501-2-8-71-14,202501,2025,1,2,Makuuchi,8,71,Churanoumi,Maegashira 9 East,14,Tamawashi,Maegashira 10 East,14,Tamawashi,0,oshidashi,0
202501-2-9-61-25,202501,2025,1,2,Makuuchi,9,61,Oshoma,Maegashira 9 West,25,Takarafuji,Maegashira 8 West,61,Oshoma,1,oshidashi,0
202501-3-1-40-29,202501,2025,1,3,Makuuchi,1,40,Nishikifuji,Maegashira 17 East,29,Kagayaki,Maegashira 16 West,40,Nishikifuji,1,yorikiri,0
202501-3-10-17-25,202501,2025,1,3,Makuuchi,10,17,Endo,Maegashira 7 East,25,Takarafuji,Maegashira 8 West,17,Endo,1,tottari,0
202501-3-11-11-39,202501,2025,1,3,Makuuchi,11,11,Ichiyamamoto,Maegashira 6 West,39,Chiyoshoma,Maegashira 5 West,39,Chiyoshoma,0,yorikiri,0
202501-3-12-24-44,202501,2025,1,3,Makuuchi,12,24,Hiradoumi,Maegashira 5 East,44,Takayasu,Maegashira 6 East,44,Takayasu,0,hatakikomi,0
202501-3-13-56-28,202501,2025,1,3,Makuuchi,13,56,Gonoyama,Maegashira 3 East,28,Ura,Maegashira 4 West,56,Gonoyama,1,oshitaoshi,0
